die,Entwicklungshilfe {f},kalkınma yardımı,noun,[econ.],f
"die, pl",Entwicklungsländer {pl},gelişmekte olan ülkeler,noun,,pl
der,Entwicklungsprozess {m},gelişme süreci,noun,,m
das,Entwicklungsstadium {n},yazılım sürümü yaşam döngüsü,noun,[comp.],n
die,Entwicklung {f},gelişme,noun,,f
die,Entwicklung {f},geliştirme,noun,,f
die,Entwicklung {f},kalkınma,noun,,f
die,Entwicklung {f},"seyir [gelişme, gidiş]",noun,,f
das,Entwurfsmuster {n},tasarım örüntüsü,noun,[comp.] [archi.],n
"die, pl",Entwurfsmuster {pl},tasarım örüntüleri {pl},noun,[comp.] [archi.],pl
der,Entwurf {m},eskiz,noun,,m
der,Entwurf {m},layiha,noun,[law],m
der,Entwurf {m},tasarı,noun,,m
der,Entwurf {m},taslak,noun,,m
der,Entwurf {m} [eines Schriftstücks],müsvedde,noun,,m
die,Entzündung {f},enflamasyon,noun,[med.],f
die,Entzündung {f},yangı,noun,[med.],f
die,Eos {f},Eos,noun,[myth.],f
der,Epaphos {m},Epafos,noun,[myth.],m
die,Epidemie {f},salgın,noun,[med.],f
das,Epigramm {n},epigram,noun,[lit.],n
die,Epilation {f},epilasyon,noun,[cosmet.],f
die,Epilation {f},tüy aldırma,noun,[cosmet.],f
die,Epilepsie {f},sara hastalığı,noun,,f
die,Epilepsie {f},sara,noun,,f
der,Epileptiker {m},sara hastası,noun,,m
der,epileptischer Anfall {m},sara krizi,noun,,m
das,Epilierwachs {n} [durch Einkochen von Zucker und Zitronensaft hergestellte zähflüssige Masse],ağda,noun,[cosmet.],n
der,Epilog {m},hatime [eski] [epilog],noun,[lit.],m
die,Epistemologie {f},bilgi kuramı,noun,[philos.],f
die,Epistemologie {f},epistemoloji,noun,[philos.],f
das,Epistem {n},episteme,noun,[philos.],n
die,Epoche {f},çağ,noun,,f
die,Erato {f},Erato,noun,[myth.],f
das,Erbarmen {n},acıma,noun,,n
das,Erbarmen {n},merhamet,noun,,n
die,Erbarmungslosigkeit {f},acımasızlık,noun,,f
der,Erbe {m},kalıtçı,noun,[law],m
der,Erbe {m},mirasçı,noun,[law],m
der,Erbe {m} [Person],vâris,noun,,m
das,Erbe {n},miras,noun,[law],n
das,Erbgut {n},genetik malzeme,noun,[med.],n
die,Erbin {f},kalıtçı [kadın],noun,[law],f
die,Erbin {f},mirasçı [kadın],noun,[law],f
die,Erbin {f},vâris [kadın],noun,,f
der,erbitterter Gegner {m},amansız düşman,noun,,m
das,Erbium {n} <Er>,erbiyum <Er>,noun,[chem.],n
die,Erbse {f},bezelye,noun,[gastr.],f
der,Erdapfel {m} [österr.] [südd.],patates,noun,[bot.] [gastr.],m
"die, pl",Erdarbeiten {pl},toprak işleri {pl},noun,[constr.],pl
das,Erdbeben {n},deprem,noun,,n
das,Erdbeben {n},zelzele,noun,,n
die,Erdbeere {f},çilek,noun,[bot.] [gastr.] [T],f
die,Erdbeschreibung {f},coğrafya,noun,[geogr.],f
die,Erde {f},Dünya,noun,,f
die,Erde {f},yeryüzü,noun,,f
die,"Erde {f} [Erdboden, Erdreich]",toprak,noun,,f
die,Erdgaspipeline {f},doğalgaz boru hattı,noun,[ind.] [tech.],f
das,Erdgas {n},doğal gaz,noun,,n
das,Erdgeschoss {n} <EG>,zemin kat,noun,,n
das,Erdgeschoss {n},zemin katı,noun,[constr.],n
die,Erdkröte {f},siğilli kurbağa [Bufo bufo],noun,[zool.] [T],f
die,Erdkunde {f},coğrafya,noun,[geogr.],f
das,Erdmännchen {n},mirket [Suricata suricatta],noun,[zool.] [T],n
die,Erdnussbutter {f},yer fıstığı ezmesi,noun,,f
die,Erdnussbutter {f},yerfıstığı ezmesi,noun,[gastr.],f
die,Erdnusscreme {f},yer fıstığı ezmesi,noun,,f
die,Erdnuss {f},yer fıstığı [fıstık],noun,[gastr.],f
"die, pl",Erdnüsse {pl},yerfıstıkları,noun,[gastr.],pl
die,Erdoberfläche {f},yeryüzü,noun,,f
der,Erdrutsch {m},heyelan,noun,,m
der,Erdrutsch {m},toprak kayması,noun,,m
der,Erdteil {m},kıta,noun,,m
die,Erdölpipeline {f},petrol boru hattı,noun,[ind.] [tech.],f
das,Erdöl {n},petrol,noun,,n
der,Ereignishorizont {m},olay ufku,noun,[astron.] [phys.],m
das,Ereignis {n},olay,noun,,n
die,Erfahrung {f},tecrübe,noun,,f
der,Erfinder {m},icat eden,noun,,m
der,Erfinder {m},mucit,noun,,m
die,Erfindung {f},icat,noun,,f
die,Erfolgsrechnung {f},gelir tablosu,noun,[fin.] [acc.],f
der,Erfolg {m},başarı,noun,,m
der,Erfolg {m},kâr/zarar,noun,[fin.] [acc.],m
das,Erfordernis {n} [auch {f}],gerek,noun,,n
das,Erfordernis {n} [oft auch {f}],icap,noun,,n
die,Erforschung {f},arama,noun,,f
die,Erforschung {f},açınsama,noun,[geogr.],f
die,Erforschung {f},keşif,noun,,f
das,Erfrischungsgetränk {n},meşrubat,noun,[gastr.],n
die,Erfrischung {f} [Abkühlung],serinleme,noun,,f
die,Erfrischung {f} [kühles Getränk],soğuk içecek [soğuk meşrubat],noun,[gastr.],f
das,Ergebnis {n},sonuç,noun,,n
der,Ergotismus {m},ergotizm,noun,[med.],m
die,Ergänzung {f},ek,noun,,f
die,Erholung {f} [Entspannung],dinlenme,noun,,f
die,Erholung {f} [von einer Krankheit],şifa,noun,[med.],f
die,Erhöhung {f},artış,noun,,f
die,Erhöhung {f},yükseliş,noun,,f
der,Eriesee {m},Erie Gölü,noun,[geogr.],m
die,Erika {f} [Heidekraut],funda,noun,[bot.] [T],f
das,Erinnerungsvermögen {n},hafıza,noun,,n
die,Erinnerung {f},hatırlama,noun,,f
die,Erinnerung {f} [Gedenken],anma,noun,,f
das,Eritrea {n},Eritre <.er>,noun,[geogr.],n
die,Erkenntnistheorie {f},bilgi kuramı,noun,[philos.],f
die,Erkenntnistheorie {f},epistemoloji,noun,[philos.],f
der,Erker {m},cumba,noun,[archi.],m
die,Erklärung {f},açıklama,noun,,f
die,Erklärung {f},izah,noun,,f
die,Erkrankung {f},hastalanma,noun,,f
die,Erkrankung {f},hastalık,noun,,f
die,Erkältung {f},üşütme,noun,,f
die,Erlaubnis {f},izin,noun,,f
die,Erlaubnis {f},müsaade,noun,,f
die,Erlaubnis {f},ruhsat,noun,,f
die,Ermahnung {f},uyarma,noun,,f
die,Ermahnung {f},uyarı,noun,,f
die,Ermittlung {f},soruşturma,noun,,f
die,Ernennung {f},tayin [atama],noun,,f
der,Ernst {m},ciddilik,noun,,m
die,Ernte {f},hasat,noun,,f
die,Ernte {f},ürün,noun,,f
die,Ernährung {f},beslenme,noun,,f
der,Eroberer {m},fatih,noun,,m
der,Eroberer {m},zapteden,noun,,m
die,Erpressung {f},şantaj,noun,[law],f
das,Ersatzrad {n},yedek lastik,noun,[automot.],n
der,Ersatzreifen {m},yedek lastik,noun,[automot.],m
der,Ersatzteil {m} {n},yedek parça,noun,[tech.],m
der,Ersatz {m},tazmin,noun,,m
der,Ersatz {m},yedek,noun,,m
die,Erschöpfung {f},bitkinlik,noun,,f
die,Erschütterung {f} [auch fig.],çalkantı,noun,,f
"die, pl",Ersparnisse {pl} [Geld],tasarruf,noun,,pl
die,Ersparnis {f},birikim,noun,[fin.],f
die,Ersparnis {f},tasarruf,noun,[fin.],f
die,erste Hilfe {f},ilk yardım,noun,,f
der,Erster Mai {m},1 Mayıs,noun,[pol.],m
der,Erster Weltkrieg {m},I. Dünya Savaşı,noun,[hist.],m
das,Ersuchen {n},müracaat,noun,,n
die,Ertragskraft {f},kârlılık,noun,[acc.],f
der,Ertrag {m},gelirler {pl},noun,[fin.] [acc.],m
der,Ertrag {m},verim [verilen sonuç],noun,[econ.] [agr.],m
der,Erwachsener {m},ergin,noun,,m
der,Erwachsener {m},erişkin,noun,,m
der,Erwachsener {m},yetişkin,noun,,m
der,Erwartungswert {m},beklenen değer,noun,[stat.],m
der,Erwartungswert {m},beklenen değler,noun,[math.],m
die,Erweiterung {f},açılma,noun,,f
die,Erweiterung {f},dilatasyon,noun,,f
die,Erweiterung {f},genişleme,noun,,f
die,Erweiterung {f},genleşme,noun,,f
die,Erwärmung {f},ısınma,noun,,f
die,Erzeugung {f},imalat,noun,[econ.],f
die,Erzeugung {f},istihsal [osm.],noun,[econ.],f
die,Erzeugung {f},üretim,noun,[econ.],f
der,Erzfeind {m},amansız düşman,noun,,m
die,Erzieherin {f},eğitimci [kadın],noun,[jobs],f
die,Erziehung {f},büyütme [çocuk],noun,,f
die,Erziehung {f},eğitim,noun,,f
die,Erziehung {f},terbiye,noun,,f
die,Erziehung {f},yetiştirme [çocuk],noun,,f
die,Erzählung {f},hikâye,noun,[lit.],f
die,Erzählung {f},öykü,noun,,f
die,Eröffnung {f},açılış,noun,,f
die,Eschatologie {f},eskatoloji,noun,[relig.] [philos.],f
die,Esche {f},dişbudak [genus Fraxinus],noun,[bot.] [T],f
der,Esel {m},eşek,noun,[zool.] [T],m
der,Essay {m} {n},yazı,noun,,m
die,Essenz {f},eriyik,noun,[phys.] [chem.],f
das,Essen {n},yemek,noun,,n
das,Essen {n},yiyecek,noun,,n
das,Essen {n} [zubereitete Speise],aş,noun,,n
das,Essiggemüse {n},turşu,noun,[gastr.],n
der,Essig {m},sirke,noun,[gastr.],m
die,Esskastanie {f},iri kestane,noun,[bot.] [T],f
"die, pl",Essstäbchen {pl},yemek çubukları,noun,[gastr.],pl
die,Esterase {f},esteraz,noun,[biochem.],f
der,Este {m},Estonyalı,noun,[ethn.],m
die,Estin {f},Estonyalı [kadın],noun,[ethn.],f
das,Estland {n},Estonya,noun,[geogr.],n
die,Estländerin {f},Estonyalı [kadın],noun,[ethn.],f
der,Estländer {m},Estonyalı,noun,[ethn.],m
das,Estnisch {n},Estonca,noun,[ling.],n
das,Es {n},id,noun,[psych.],n
die,Etage {f},kat,noun,,f
die,Etappe {f},aşama,noun,,f
der,Etatismus {m},devletçilik,noun,[econ.] [pol.] [sociol.],m
der,Etat {m},bütçe,noun,[econ.],m
die,Ethnologie {f},etnoloji,noun,[acad.] [ethn.],f
der,Ethnozentrismus {m},etnosentrizm,noun,[ethn.] [sociol.],m
das,Ethos {n},ahlâkî değer,noun,[philos.],n
das,Ethos {n},ahlâkî yapı,noun,[philos.],n
das,Etikett {n},etiket,noun,,n
die,Etruskerin {f},Etrüsk [kadın],noun,[ethn.] [hist.],f
die,Etruskerspitzmaus {f},cüce sivri fare [Suncus etruscus],noun,[zool.] [T],f
der,Etrusker {m},Etrüsk,noun,[ethn.] [hist.],m
"die, pl",Etrusker {pl},Etrüskler {pl},noun,[ethn.] [hist.],pl
das,Etui {n},kılıf,noun,,n
,etw. kochen [im Wasser sieden],-i haşlamak,noun,,
die,Etymologie {f},etimoloji,noun,[acad.] [ling.],f
die,Etymologie {f},kök bilgisi,noun,[acad.] [ling.],f
die,Etymologie {f},köken bilimi,noun,[acad.] [ling.],f
der,Eukalyptus {m},okaliptüs,noun,[bot.] [T],m
die,Eule {f},baykuş,noun,[orn.] [T],f
der,Euphrat {m},Fırat,noun,[geogr.],m
der,Euripides {m},Euripides,noun,[lit.] [hist.] [theatre],m
der,Eurokommunismus {m},Avrupa komünizmi,noun,[pol.],m
das,Europa {n},Avrupa,noun,,n
das,Europium {n} <Eu>,evropiyum <Eu>,noun,[chem.],n
die,Europäerin {f},Avrupalı [kadın],noun,,f
der,Europäer {m},Avrupalı,noun,,m
der,Europäischer Wels {m},bayağı yayın balığı [Silurus glanis],noun,[fish] [T],m
das,Europäisches Parlament {n} <EP>,Avrupa Parlamentosu,noun,[EU] [pol.],n
die,Europäische Union {f} <EU>,Avrupa Birliği <AB>,noun,[EU] [pol.],f
der,"Euro {m} <EUR, €>",Euro <€>,noun,[curr.],m
die,Euryale {f},Euryale,noun,[myth.],f
die,Evolutionstheorie {f},evrim kuramı,noun,[biol.],f
die,Evolutionstheorie {f},evrim teorisi,noun,[biol.],f
die,Evolution {f},evrim,noun,[biol.],f
die,Ewigkeit {f},ebediyet,noun,,f
die,Ewigkeit {f},sonsuzluk,noun,,f
"die, pl",exakte Wissenschaften {pl},fen bilimleri,noun,,pl
das,Exanthem {n},egzantem,noun,[med.],n
die,Exegese {f},tefsir,noun,[ling.],f
die,Exegese {f},şerh [eski],noun,[ling.],f
das,Exemplar {n},numune,noun,,n
das,Exemplar {n},nüsha,noun,,n
das,Exemplar {n},örnek,noun,,n
der,Exhibitionismus {m},teşhircilik,noun,[psych.],m
der,Existentialismus {m} [Rsv.],varoluşçuluk,noun,[philos.],m
der,Existenzialismus {m},varoluşçuluk,noun,[philos.],m
der,Exitus {m},eksitus,noun,[med.],m
der,Exorzismus {m},egzorsizm,noun,[relig.],m
die,Expansion {f},genişleme,noun,,f
der,Experte {m},"uzman [eksper, spesiyalist]",noun,,m
die,Expertin {f},"uzman [eksper, spesiyalist] [kadın]",noun,,f
die,Explosion {f},patlama,noun,,f
,exponentielles Wachstum,eksponansiyel büyüme,noun,,
die,exponentielle Verteilung {f},eksponansiyel dağılım,noun,[math.],f
der,Export {m},ihracat,noun,[comm.],m
der,Expressionismus {m},dışa vurumculuk,noun,,m
der,Expressionismus {m},dışavurumculuk,noun,,m
das,Extrahieren {n},çıkarma,noun,,n
der,Extrakt {m},esans,noun,[ind.] [chem.],m
der,Extrakt {m} [auch {n}],hülasa,noun,[gastr.] [chem.] [med.],m
der,Extrakt {m},öz,noun,[gastr.] [chem.] [med.],m
die,Extrawurst {f} [fig.],özel muamele,noun,,f
die,Exzentrizität {f},eksantriklik,noun,[math.],f
das,Fabeltier {n},masal yaratığı,noun,,n
das,Fabelwesen {n},masal yaratığı,noun,,n
die,Fabel {f},masal,noun,,f
die,Fabrikation {f},imalat,noun,[tech.],f
die,Fabrikation {f},üretim,noun,[tech.],f
die,Fabrik {f},fabrika,noun,,f
die,Fachhochschule {f},Uygulamalı Bilimler Üniversitesi,noun,[educ.],f
das,Fachwerk {n},kafes [yapı],noun,[engin.] [constr.],n
der,Fackelzug {m},fener alayı,noun,,m
die,Fackel {f},meşale,noun,,f
der,Faden {m},iplik,noun,,m
der,Faden {m},tire,noun,,m
der,Fahlsegler {m},boz ebabil [Apus pallidus],noun,[orn.] [T],m
die,Fahndung {f},arama,noun,[law],f
die,Fahne {f},bayrak,noun,,f
das,Fahren {n} [eines Fahrzeugs],seyir [araç],noun,,n
der,Fahrersitz {m},sürücü koltuğu,noun,[automot.],m
der,Fahrer {m},sürücü,noun,,m
der,Fahrer {m},şoför,noun,,m
die,Fahrkarte {f},bilet,noun,,f
die,Fahrlässigkeit {f},ihmal,noun,[law],f
die,Fahrlässigkeit {f},kusur,noun,,f
der,Fahrplan {m},tarife,noun,,m
der,Fahrradsattel {m},bisiklet selesi,noun,,m
das,Fahrrad {n},bisiklet,noun,[bike],n
der,Fahrschein {m},bilet,noun,,m
die,Fahrschule {f},ehliyet kursu,noun,,f
die,Fahrschule {f},sürücü kursu,noun,,f
die,Fahrschule {f},şoför okulu,noun,,f
der,Fahrstuhl {m},asansör,noun,,m
das,Fahrwerk {n},iniş takımları {pl},noun,[aviat.],n
das,Fahrzeug {n},araç,noun,[traffic],n
das,Fahrzeug {n},taşıt,noun,,n
der,Fake {m} / {n},çakma,noun,,m
der,Faktor {m},etken,noun,,m
der,Faktor {m},unsur,noun,,m
der,Fakt {m} [auch {n}],gerçek,noun,,m
der,Fakt {m} [auch {n}],hakikat,noun,,m
der,Fakt {m} [auch {n}],vakıa,noun,,m
die,Fakultät {f},fakülte,noun,[acad.],f
die,Falbkatze {f},Afrika yaban kedisi [Felis silvestris lybica],noun,[zool.] [T],f
der,Falke {m},doğan,noun,[orn.] [T],m
die,Falle {f},tuzak,noun,,f
der,Fallout {m},serpinti,noun,[chem.],m
der,Fallrückzieher {m},rövaşata,noun,[sports],m
der,Fallschirm {m},paraşüt,noun,,m
der,Fall {m},dava,noun,[law],m
der,Fall {m} [Kasus],durum,noun,[ling.],m
der,Fall {m} [Kasus],ismin hali,noun,[ling.],m
die,Falsche Akazie {f},beyaz çiçekli yalancı akasya [Robinia pseudoacacia],noun,[bot.] [T],f
der,falscher Freund {m},yalancı eşdeğer,noun,[ling.],m
das,Falschgeld {n},sahte para,noun,[fin.],n
der,Falschmünzer {m},kalpazan,noun,,m
die,Falte {f},buruşuk,noun,,f
die,Falte {f},büklüm,noun,,f
die,Falte {f},kırışık,noun,,f
die,Falte {f},kıvrım,noun,,f
das,Familienfoto {n} [schweiz. auch {f}],aile fotoğrafı,noun,,n
der,Familienmensch {m} [wenn männlich],aile babası,noun,,m
der,Familienname {m},soyadı,noun,,m
der,Familienstand {m},medeni durum,noun,,m
der,Familienstand {m},medeni hâl,noun,,m
die,Familie {f} <Fam.>,aile,noun,,f
die,Familie {f},sülale,noun,,f
die,Fanfare {f},fanfar,noun,[mus.],f
die,Fantasie {f},hayal,noun,,f
der,Fantast {m},hayalperest [eski],noun,,m
die,Faraday-Konstante {f},Faraday sabiti,noun,[phys.],f
die,Farbe {f} [Anstrichfarbe],boya,noun,,f
die,"Farbe {f} [Farbton, Tönung, Fahne]",renk,noun,,f
das,Farbfernsehen {n},renkli televizyon,noun,,n
der,Farbfernseher {m},renkli televizyon,noun,,m
der,Farbringgewindebohrer {m},renkli kılavuz,noun,[tools],m
"die, pl",Farfalle {pl},kelebek makarna {sg},noun,[gastr.],pl
die,Farm {f},çiftlik,noun,,f
der,Fasan {m},sülün,noun,[orn.] [T],m
der,Fasching {m},faşing,noun,,m
der,Faschismus {m},faşizm,noun,[pol.],m
der,Faschist {m},faşist,noun,,m
die,Faser {f},elyaf,noun,[tech.],f
die,Faser {f},lif,noun,,f
die,Fase {f},pah,noun,[engin.],f
die,Fassung {f} [für Glühlampen],duy,noun,,f
die,Fassung {f} [Gelassenheit],itidal,noun,,f
die,Fassung {f} [Gemütsruhe],sükunet,noun,,f
die,Fassung {f} [Text],metin,noun,,f
die,Fassung {f},çerçeve,noun,,f
das,Fass {n},fıçı,noun,,n
das,Fasten {n},oruç,noun,,n
das,Fasten {n},perhiz,noun,[relig.],n
der,Fatalismus {m},fatalizm,noun,,m
die,Faulenzerei {f},avarelik,noun,,f
der,Faulenzer {m},tembel,noun,,m
die,Faulheit {f},tembellik,noun,,f
der,Faulpelz {m} [ugs.],tembel,noun,,m
das,Faultier {n},tembel hayvan,noun,[zool.] [T],n
die,Fauna {f},fauna,noun,[zool.],f
die,Faustregel {f},pratik kural,noun,,f
die,Faust {f},yumruk,noun,,f
das,Fax {n},belgegeçer,noun,,n
das,Fax {n},faks,noun,,n
das,Fazit {n},netice,noun,,n
der,Februar {m} <Feb.>,"şubat <şub., şb., ş.>",noun,,m
der,Februar {m},gücük ay [konuş.],noun,,m
der,Februar {m},küçük ay,noun,,m
das,Fechten {n},eskrim,noun,[sports],n
der,Federball {m} [Spiel],tüytop,noun,[sports],m
das,Federbett {n},kuştüyü yatak,noun,,n
die,Federmappe {f},kalem kutusu,noun,,f
das,Federungssystem {n},süspansiyon sistemi,noun,[automot.] [tech.],n
die,Federung {f},süspansiyon,noun,[automot.] [tech.],f
das,Federvieh {n},kümes hayvanları,noun,,n
die,Feder {f},yay,noun,[tech.],f
die,Feder {f} [aus Stahl etc.],kalem ucu,noun,,f
die,Feder {f} [Schreibfeder],yazı kalemi,noun,,f
die,Feder {f} [Vogel],tüy,noun,[orn.],f
die,Fee {f},peri,noun,[myth.],f
die,Fehlermeldung {f},hata mesajı,noun,[comp.],f
der,Fehler {m},kusur,noun,,m
der,"Fehler {m} [Irrtum, Unrichtigkeit]",hata,noun,,m
der,"Fehler {m} [Irrtum, Unrichtigkeit]",yanlış,noun,,m
der,Fehlschluss {m},safsata,noun,,m
das,Fehlverhalten {n},kötü davranış,noun,,n
der,Feierabend {m},iş sonu,noun,,m
der,Feierabend {m},paydos,noun,,m
die,Feige {f},incir,noun,,f
der,Feigling {m},yüreksiz,noun,,m
die,Feindseligkeit {f},düşmanlık,noun,,f
der,Feind {m},düşman,noun,,m
das,Feingewinde {n} [Metrisches ISO-Gewinde],ince vida,noun,[tech.],n
die,Feinstrukturkonstante {f} <α>,ince yapı sabiti <α>,noun,[phys.],f
der,Feldfernsprecher {m},sahra telefonu,noun,[mil.] [telecom.],m
die,Feldflasche {f},matara,noun,[mil.] [travel],f
der,Feldhase {m},bayağı tavşan [Lepus europaeus],noun,[zool.] [T],m
das,Feldtelefon {n},sahra telefonu,noun,[mil.] [telecom.],n
der,Feldzug {m},sefer,noun,[mil.],m
das,Feld {n},dizi,noun,[comp.],n
das,Feld {n},namlu seti,noun,[weapons],n
das,Feld {n},saha,noun,[phys.],n
das,Feld {n},set,noun,[weapons],n
das,Feld {n} [Ackerland],tarla,noun,[agr.],n
die,Felge {f},jant,noun,[automot.],f
das,Fell {n},post,noun,,n
der,Felsen {m},kaya,noun,,m
der,Fels {m},kaya,noun,,m
die,Feministin {f},feminist [kadın],noun,,f
der,Feminist {m},feminist,noun,,m
die,Femtochemie {f},femtokimya,noun,[acad.] [chem.],f
der,Fenchel {m},raziyane,noun,[bot.] [T],m
der,Fenchel {m},rezene,noun,[bot.] [T],m
der,Fennek {m},çöl tilkisi [Vulpes zerda],noun,[zool.] [T],m
die,Fensterbank {f},denizlik,noun,[archi.],f
die,Fensterbank {f},pencere eşiği,noun,[archi.],f
das,Fensterbrett {n} [ugs.],denizlik,noun,[archi.],n
das,Fensterbrett {n} [ugs.],pencere eşiği,noun,[archi.],n
der,Fensterrahmen {m},pencere kasası,noun,,m
der,Fensterrahmen {m},pencere pervazı,noun,,m
der,Fensterrahmen {m},pencere çerçevesi,noun,,m
das,Fenster {n},cam [konuş.],noun,,n
das,Fenster {n},pencere,noun,,n
das,Ferienhaus {n},tatil evi,noun,,n
das,Fermium {n} <Fm>,fermiyum <Fm>,noun,[chem.],n
die,Fernbedienung {f},uzaktan kumanda,noun,,f
das,Fernglas {n},dürbün,noun,[optics],n
das,Fernlicht {n},uzun far,noun,[automot.],n
der,Fernsehapparat {m},televizyon,noun,,m
das,Fernsehen {n},televizyon,noun,,n
der,Fernseher {m} [Gerät],televizyon,noun,,m
das,Fernsehgerät {n},televizyon,noun,,n
der,Fernsehsender {m},televizyon istasyonu,noun,,m
die,Fernsehserie {f},televizyon dizisi,noun,[RadioTV],f
der,Fernsehturm {m},televizyon kulesi,noun,,m
das,Fernweh {n},dünyayı görme isteği,noun,,n
der,Ferrimagnetismus {m},ferrimıknatıslık,noun,[phys.],m
die,Ferse {f},ayak topuğu,noun,[anat.],f
die,Ferse {f},topuk,noun,[anat.],f
der,Fertigbeton {m},hazır beton,noun,[constr.],m
"die, pl",Fertigkeiten {pl},yetenekler,noun,,pl
die,Fertigsuppe {f},hazır çorba,noun,,f
der,Fertigungsingenieur {m},imalat mühendisi,noun,[jobs] [engin.],m
der,Fertigungsplaner {m},imalat planlamacı [konuş.],noun,[jobs] [engin.],m
der,Fertigungsplaner {m},imalat planlama mühendisi,noun,[jobs] [engin.],m
die,Fertigungsplanung {f},imalat planlama,noun,[ind.] [engin.],f
die,Fertigung {f},imalat,noun,[tech.],f
die,Fertigung {f},üretim,noun,[tech.],f
der,Festakt {m},tören,noun,,m
das,Festessen {n},ziyafet,noun,,n
die,Festigkeitslehre {f},"cisimlerin mukavemeti [konu, alan]",noun,[engin.],f
die,Festigkeitslehre {f},"mukavemet [konu, alan]",noun,[engin.],f
die,Festigkeit {f},metanet,noun,,f
die,Festigkeit {f},mukavemet,noun,,f
die,Festkörperphysik {f},katı hâl fiziği,noun,[phys.],f
die,Festkörperphysik {f},yoğun madde fiziği,noun,[phys.],f
der,Festkörper {m},katı,noun,[phys.] [chem.],m
die,Festnahme {f},tutuklama,noun,,f
die,Festplatte {f},sabit disk,noun,[comp.],f
"die, pl",Festspiele {pl},festival,noun,[mus.],pl
die,Festungsmauer {f},sur,noun,,f
die,Festung {f},hisar,noun,,f
die,Festung {f},kale,noun,[mil.],f
die,Festveranstaltung {f},şenlik,noun,,f
das,Fest {n},kutlama,noun,,n
das,Fest {n},şenlik,noun,,n
der,Feta {m},beyaz peynir,noun,[gastr.],m
die,Fettleibigkeit {f},aşırı şişmanlık,noun,,f
die,Fettleibigkeit {f},obezite,noun,,f
die,Fettleibigkeit {f},vücudun yağ bağlaması,noun,,f
die,Fettleibigkeit {f},şişmanlık,noun,,f
die,Fettsucht {f},şişmanlık hastalığı,noun,[med.],f
das,Fett {n},yağ,noun,,n
die,Feuchtigkeit {f},nem,noun,,f
die,Feuchtigkeit {f},rutubet,noun,,f
die,Feuchtigkeit {f},yaşlık,noun,,f
die,Feuchtigkeit {f},ıslaklık,noun,,f
der,Feudalherr {m},ağa,noun,,m
der,Feudalismus {m},feodalizm,noun,[hist.],m
der,Feueralarm {m},yangın alarmı,noun,,m
die,Feuerbrunst {f} [selten für: Feuersbrunst],yangın felâketi / yangın felaketi,noun,,f
die,Feuerleitanlage {f},atış kontrol sistemi,noun,[weapons],f
der,Feuerraum {m},yanma odası,noun,[engin.],m
der,Feuersalamander {m},ateş semenderi,noun,[zool.] [T],m
der,Feuersalamander {m},lekeli semender [Salamandra salamandra],noun,[zool.] [T],m
die,Feuersbrunst {f},yangın felâketi / yangın felaketi,noun,,f
das,Feuerschiff {n},fener gemisi,noun,[naut.],n
der,Feuerstein {m},çakmak taşı,noun,,m
das,Feuerwehrauto {n},itfaiye aracı,noun,[FireResc],n
der,Feuerwehrmann {m},itfaiyeci,noun,[jobs],m
der,Feuerwehrmann {m},yangıncı,noun,[jobs],m
der,Feuerwehrschlauch {m},yangın hortumu,noun,,m
der,Feuerwehrwagen {m},itfaiye aracı,noun,,m
die,Feuerwehr {f},itfaiye,noun,[FireResc],f
der,Feuerwerkskörper {m},havai fişek,noun,,m
das,Feuerwerk {n},donanma fişekleri,noun,,n
das,Feuerzeug {n},çakmak,noun,,n
das,Feuer {n},ateş,noun,,n
das,Feuilleton {n},kültür sanat sayfası,noun,[journ.],n
das,Fiasko {n},fiyasko,noun,,n
die,Fiber {f},elyaf,noun,[tech.],f
die,Fiber {f},lif,noun,,f
die,Fibonacci-Folge {f},Fibonacci dizisi,noun,[math.],f
die,Fichtenammer {f} [fachspr. auch {m}],akbaş kiraz kuşu [Emberiza leucocephalos],noun,[orn.] [T],f
die,Fichtenammer {f} [fachspr. auch {m}],ak başlı kiraz kuşu [Emberiza leucocephalos],noun,[orn.] [T],f
die,Fichtenammer {f} [fachspr. auch {m}],ak başlı yelve [Emberiza leucocephalos],noun,[orn.] [T],f
die,Fichtenammer {f} [fachspr. auch {m}],ak başlı çinte [Emberiza leucocephalos],noun,[orn.] [T],f
das,Fichtenharz {n},çam sakızı,noun,[bot.],n
die,Fichte {f},ladin,noun,[bot.] [T],f
das,Fidschi {n},Fiji,noun,[geogr.],n
der,Fieberthermometer {m},ateşölçer,noun,,m
das,Fieber {n},ateş,noun,[med.],n
die,Fiktion {f},kurgu,noun,,f
das,Filet {n},bonfile,noun,[gastr.],n
die,Filiale {f},şube,noun,,f
die,Filialleiterin {f},şube şefi [kadın],noun,,f
der,Filialleiter {m},şube şefi,noun,,m
der,Filmemacher {m},rejisör,noun,[film] [jobs],m
die,Filmkamera {f},film kamerası,noun,[film],f
die,Filmleinwand {f},beyaz perde,noun,[film],f
die,Filmschneidemaschine {f},yapıştırıcı,noun,,f
der,Filmstar {m},film yıldızı,noun,,m
der,Film {m},film,noun,,m
das,Filterpapier {n},filtre kağıdı,noun,,n
die,Filterzigarette {f},filtreli sigara,noun,,f
die,"Filzlaus {f} [Pthirus pubis, syn.: Phthirus pubis]",kasık biti,noun,[entom.] [med.] [T],f
der,Filzstift {m},keçeli kalem,noun,,m
der,Filz {m},keçe,noun,,m
